GraphID,defenceInDepth,behavioralDefender,minCut,riskBasedDefence,adjacentNodesDefence,inDegreeNodesDefence,MarkovBlanketDefence,PRJGraphTCentralityWithMarkovBlanket,PRJGraphTCentralityWithAdjacentNodes,PRJGraphTCentralityWithInDegreeNodes,PRCentralityWithMarkovBlanket,PRCentralityWithAdjacentNodes,PRCentralityWithInDegreeNodes,PRCentralityWithMinCutEdges
DER,14.465467269257747,14.465467269257747,17.87952289247945,14.465467269257747,31.80292185173892,42.62465792625672,31.150088736050165,26.380740284309006,38.548963912459115,54.84621299373116,28.560585399367966,41.3177828801823,57.813758586547635,17.599084333507765
HG2,20.32965301065384,20.329653010653832,31.39647415501888,20.32965301065384,30.93290531070406,42.62465792625672,26.030077355621835,20.99812922485893,25.537724159499874,38.77328753286389,20.292298045224605,23.310863833316617,34.75633614404864,27.193815780889196
e_commerce,14.465467269257742,14.465467269257742,10.516068318563057,14.465467269257742,42.624657926256724,42.624657926256724,42.624657926256724,29.613200149277898,43.48596224654775,43.48596224654775,32.00897670898495,44.110998067214155,44.110998067214155,11.419528442489739
HG1,39.34693402873666,39.34693402873666,28.732752674025345,39.34693402873666,64.6762316687689,56.54017914929218,54.40698243487856,45.85254987655414,54.12337634834028,56.32227938449967,69.72946294063551,77.49847595451254,63.18537316913368,42.62833981717654
ABSNP,1.6439872441311645,1.6439872441311998,1.1340233356821918,1.6439872441311645,2.3388247294996645,4.30537269162537,3.0538187609225496,5.494611857636631,6.34631312275127,6.34631312275127,5.494193546851746,6.345753652615789,6.345753652615789,1.3235215607773427
ASS2009,0.13039213919984988,0.13039213919984988,0.26053079742495633,0.13039213919984988,0.27107654058167885,0.5401368569157525,0.3709759263270512,0.2848736343060285,0.34963109278944693,0.5064087833019452,0.6315671764336412,0.7014184506512957,1.1386269546049888,0.6108663746711233
VOiP,13.31221002498181,13.312210024981825,21.33901989793384,13.31221002498181,46.473857148100976,46.473857148100976,46.473857148100976,36.538719651625144,50.86359506717888,50.86359506717888,31.712625900353714,46.573106560012256,46.573106560012256,16.183152796709784
AWS03,1.9939946153864012,1.9939946153864012,4.978026591972239,1.9939946153864012,3.4648895800209147,6.619057261328589,4.6074000444939776,5.558216276521365,6.68602446764805,6.933085962698768,4.744851663845409,5.519686074636772,5.758897116702621,4.225902822004577
ASFS3,0.44804992197698135,0.44804992197698135,0.8337760183479351,0.44804992197698135,0.9440918863303616,1.245587707188271,1.0626024056637258,0.7056472843153485,1.1773784570041685,1.272118352813537,0.5655374344823246,0.9172540225344602,1.0344529084694354,0.7444833821917649
SCADA,22.11992169285951,22.11992169285951,46.72820754756889,22.11992169285951,28.645825698844114,36.526358105971816,23.417614012130556,27.720026349361977,37.944883271070964,44.81513248097812,30.719763292450597,44.4907016179131,51.11889451740138,46.34405522752469
