GraphID,defenceInDepth,behavioralDefender,minCut,riskBasedDefence,adjacentNodesDefence,inDegreeNodesDefence,MarkovBlanketDefence,PRJGraphTCentralityWithMarkovBlanket,PRJGraphTCentralityWithAdjacentNodes,PRJGraphTCentralityWithInDegreeNodes,PRCentralityWithMarkovBlanket,PRCentralityWithAdjacentNodes,PRCentralityWithInDegreeNodes,PRCentralityWithMinCutEdges
HG2_rand,18.80636538493651,18.308119670737362,29.032795043900478,18.298748548141848,29.80473075075623,36.52635810597181,26.300576815140747,17.546921826419982,21.467037494394596,27.64385451066687,18.012932205021045,21.71350258501014,28.238891197049732,28.133559517094643
e_commerce_rand,14.465467269257745,15.727541424830903,23.454462739993765,16.676329873295444,42.62465792625672,42.62465792625672,42.62465792625672,27.412918371974794,42.45256070450188,42.45256070450188,31.2051250269099,44.485311365623645,44.485311365623645,27.874133813238444
SCADA_rand,22.119921692859513,30.71194820911784,42.917657922506876,27.919536291238817,28.252957435606156,36.52635810597181,22.845171441479632,27.16591444043844,37.285034952380634,44.81277311387854,30.238711631228156,44.08813115480534,51.59206912165435,46.162939198264574
ASFS3_rand,0.3737110916765904,0.4483635216867248,0.8475001668371682,0.4667241898035625,0.6911130708871416,1.0389242782999917,0.8211458678202541,0.5314337683596193,0.8533932413527713,1.0033101212461961,0.5656043551665707,0.9268083362358341,1.1565569551347916,0.8780451106819042
ABSNP_rand,2.7113942658564008,3.394722308669225,2.3588308062851207,3.4742574538039217,3.8573754042476747,7.10076241170411,5.0366003184568,8.582315384589474,10.802252630072328,10.802252630072328,8.240932048369807,10.256045287391,10.256045287391,2.6916818165443774
DER_rand,14.46546726925775,15.129517463337343,13.963795824012184,15.489428847254594,31.66517753555647,42.624657926256724,30.887194490481466,28.09566400978537,39.30361097024754,56.4833179493633,30.20269913889238,41.933672839914124,59.36456024240324,15.152328749044603
VOiP_rand,13.31221002498182,17.273353856529756,24.61611214702493,17.40680451359108,46.473857148100976,46.473857148100976,46.473857148100976,37.76118053256099,49.69217411365122,49.69217411365122,32.17073811542143,45.47374347780645,45.47374347780645,20.14265420638412
ASS2009_rand,0.458549836887134,0.5665831244746905,1.9130250168175018,0.5921127701837027,1.1095905083732012,1.8994984602242644,1.3658206908142791,0.8960375963154231,1.150077193684905,1.7060514366320796,1.7216053234228357,2.0630542626124475,3.262059183958646,3.023361239259793
HG1_rand,39.34693402873666,42.40322058547372,39.34693402873666,43.93114917135115,63.44596060945391,56.54017914929219,52.57191514499143,45.1003507330981,52.602157067764246,56.565638832676925,69.82133478704694,76.88599897892868,65.77828463092655,58.27780279284666
AWS03_rand,2.331175557064733,2.789971279799406,6.545278906722752,2.812670877151618,4.106657835081465,7.738328067365853,5.462887844884475,6.712219962924442,8.082256474328203,8.161517045815167,5.353323262847302,6.263360886855383,6.355833312341846,4.594809669076405
