GraphID,defenceInDepth,behavioralDefender,minCut,riskBasedDefence,adjacentNodesDefence,inDegreeNodesDefence,MarkovBlanketDefence,PRJGraphTCentralityWithMarkovBlanket,PRJGraphTCentralityWithAdjacentNodes,PRJGraphTCentralityWithInDegreeNodes,PRCentralityWithMarkovBlanket,PRCentralityWithAdjacentNodes,PRCentralityWithInDegreeNodes,PRCentralityWithMinCutEdges
HG2_rand,56.54017914929218,54.96709157052254,69.07766362224557,54.847082191736554,75.03354644469113,83.76793888181517,68.45435459339657,51.24910322871212,55.2690099441451,68.33384054764939,51.08880618860727,54.42532416383832,65.93340627283035,65.14355213395768
e_commerce_rand,46.473857148100976,49.42271897947954,60.14927624131046,51.551589461186275,89.16319767781042,89.16319767781042,89.16319767781042,66.63097824339708,86.55654718547535,86.55654718547535,74.03935756400742,86.10312192841998,86.10312192841998,60.81262469515229
SCADA_rand,63.212055882855765,76.58708524366989,88.97621050107605,72.90359495643398,72.27681482682424,83.76793888181517,61.68604672295908,71.21173724899357,82.83642497986627,90.64216016225885,76.13509136184568,89.60970843756546,93.06982136609255,91.40674774129118
ASFS3_rand,1.6050873215096122,1.950360513065284,3.465428458633309,2.016532905059572,2.7372058552687406,4.1135462984673365,3.267010459805305,2.1980372831622974,3.2009932262100937,3.9030889445612256,2.2332582012013087,3.2804965413944793,4.198306329313902,3.3681375617333136
ABSNP_rand,10.397380436647778,13.095076606070997,8.436643717331863,13.361552556815411,14.417317058856199,24.6741186442442,18.3333464532575,28.05654742887847,33.45717599812448,33.89720996285703,27.158110047822,32.16885502243155,32.606575387354695,9.703795071520535
DER_rand,46.473857148100976,47.810977710548244,43.446223980359065,48.56267339000513,77.45048575331073,89.16319767781043,74.85772314011295,68.07935587310163,82.15218672916889,93.1004210962094,72.62270388900664,85.71307872025467,93.75390713639406,46.39203575351784
VOiP_rand,43.52818779922404,52.76475756248248,53.12111364644851,53.21194780428621,91.79150013761013,91.79150013761013,91.79150013761013,83.46837233404834,90.58920852055284,90.58920852055284,78.36801685745895,90.3517294657721,90.3517294657721,53.22872593396831
ASS2009_rand,1.5185679379530117,1.8445249701529762,5.258814058964445,1.9264640340509602,3.464228636400519,5.627554203645629,4.1727611827724145,2.8810322290815042,3.578975474327035,5.116023339155675,4.8811911271495365,5.86197599450605,7.878863753707294,6.461914802109306
HG1_rand,86.46647167633873,88.89331125292505,86.46647167633873,89.92410604643501,96.94299276606668,96.43260066527476,90.15051388053814,88.69345863098387,90.1786393681281,96.44093660341815,99.1589502439375,99.61099023718866,93.31340472256068,83.70482616212414
AWS03_rand,8.910470088675709,10.508338179800608,19.17937827135789,10.59464168008343,15.07355317296168,26.398505609564516,19.42104789379344,22.612865459218433,26.533632288147384,27.16370481921994,18.679473948098423,21.55844616503589,22.019991808603663,16.350370706012857
